publication_number,grant_year,high_impact,dataset_split
US-10909129-B2,2021,0,Train
US-10909147-B2,2021,0,Train
US-10909153-B2,2021,0,Train
US-10909155-B2,2021,0,Train
US-10909156-B2,2021,0,Train
US-10909157-B2,2021,1,Train
US-10909163-B2,2021,0,Train
US-10909174-B1,2021,0,Train
US-10909180-B2,2021,1,Train
US-10909181-B2,2021,0,Train
US-10909188-B2,2021,1,Train
US-10909215-B2,2021,0,Train
US-10909227-B2,2021,1,Train
US-10909235-B1,2021,1,Train
US-10909240-B2,2021,0,Train
US-10909241-B2,2021,1,Train
US-10909280-B2,2021,0,Train
US-10909286-B2,2021,0,Train
US-10909311-B2,2021,0,Train
US-10909313-B2,2021,1,Train
US-10909321-B2,2021,0,Train
US-10909322-B1,2021,1,Train
US-10909324-B2,2021,0,Train
US-10909327-B2,2021,0,Train
US-10909329-B2,2021,1,Train
US-10909333-B2,2021,0,Train
US-10909349-B1,2021,1,Train
US-10909351-B2,2021,0,Train
US-10909368-B2,2021,1,Train
US-10909371-B2,2021,0,Train
US-10909383-B2,2021,0,Train
US-10909388-B2,2021,0,Train
US-10909390-B2,2021,0,Train
US-10909401-B2,2021,0,Train
US-10909407-B2,2021,0,Train
US-10909416-B2,2021,0,Train
US-10909418-B2,2021,0,Train
US-10909421-B2,2021,0,Train
US-10909422-B1,2021,0,Train
US-10909423-B2,2021,0,Train
US-10909425-B1,2021,1,Train
US-10909426-B2,2021,0,Train
US-10909429-B2,2021,0,Train
US-10909441-B2,2021,0,Train
US-10909442-B1,2021,1,Train
US-10909443-B2,2021,0,Train
US-10909444-B2,2021,0,Train
US-10909445-B2,2021,0,Train
US-10909446-B2,2021,0,Train
US-10909447-B2,2021,0,Train
US-10909449-B2,2021,0,Train
US-10909450-B2,2021,1,Train
US-10909451-B2,2021,0,Train
US-10909452-B2,2021,0,Train
US-10909453-B1,2021,1,Train
US-10909454-B2,2021,0,Train
US-10909455-B2,2021,0,Train
US-10909456-B2,2021,0,Train
US-10909457-B2,2021,1,Train
US-10909458-B2,2021,0,Train
US-10909459-B2,2021,1,Train
US-10909460-B2,2021,0,Train
US-10909461-B1,2021,1,Train
US-10909462-B2,2021,0,Train
US-10909463-B1,2021,1,Train
US-10909464-B2,2021,0,Train
US-10909465-B2,2021,0,Train
US-10909466-B2,2021,0,Train
US-10909467-B2,2021,0,Train
US-10909468-B2,2021,0,Train
US-10909469-B2,2021,0,Train
US-10909470-B2,2021,0,Train
US-10909471-B2,2021,0,Train
US-10909472-B2,2021,0,Train
US-10909473-B2,2021,0,Train
US-10909474-B2,2021,0,Train
US-10909489-B2,2021,0,Train
US-10909494-B2,2021,0,Train
US-10909503-B1,2021,1,Train
US-10909540-B2,2021,0,Train
US-10909558-B2,2021,0,Train
US-10909567-B1,2021,1,Train
US-10909569-B1,2021,1,Train
US-10909573-B2,2021,0,Train
US-10909585-B2,2021,1,Train
US-10909604-B1,2021,1,Train
US-10909606-B2,2021,1,Train
US-10909630-B2,2021,0,Train
US-10909649-B2,2021,0,Train
US-10909657-B1,2021,0,Train
US-10909659-B2,2021,0,Train
US-10909671-B2,2021,0,Train
US-10909680-B2,2021,0,Train
US-10909681-B2,2021,1,Train
US-10909711-B2,2021,1,Train
US-10909717-B2,2021,0,Train
US-10909728-B1,2021,1,Train
US-10909738-B2,2021,0,Train
US-10909743-B2,2021,0,Train
US-10909744-B1,2021,1,Train
US-10909746-B1,2021,1,Train
US-10909757-B2,2021,0,Train
US-10909781-B2,2021,0,Train
US-10909832-B2,2021,1,Train
US-10909847-B1,2021,1,Train
US-10909853-B2,2021,0,Train
US-10909867-B2,2021,1,Train
US-10909871-B2,2021,0,Train
US-10909970-B2,2021,1,Train
US-10909973-B2,2021,0,Train
US-10909980-B2,2021,0,Train
US-10909981-B2,2021,1,Train
US-10909982-B2,2021,0,Train
US-10910061-B2,2021,0,Train
US-10910094-B2,2021,1,Train
US-10910097-B2,2021,0,Train
US-10910100-B2,2021,0,Train
US-10910103-B2,2021,0,Train
US-10910107-B1,2021,1,Train
US-10910113-B1,2021,1,Train
US-10910205-B2,2021,0,Train
US-10910366-B2,2021,0,Train
US-10910573-B2,2021,0,Train
US-10910840-B2,2021,0,Train
US-10911067-B2,2021,0,Train
US-10911113-B2,2021,0,Train
US-10911284-B1,2021,0,Train
US-10911318-B2,2021,1,Train
US-10911319-B2,2021,0,Train
US-10911324-B2,2021,1,Train
US-10911370-B2,2021,0,Train
US-10911389-B2,2021,0,Train
US-10911394-B2,2021,1,Train
US-10911417-B2,2021,0,Train
US-10911463-B1,2021,0,Train
US-10911468-B2,2021,1,Train
US-10911470-B2,2021,1,Train
US-10911471-B1,2021,1,Train
US-10911474-B2,2021,0,Train
US-10911482-B2,2021,0,Train
US-10911488-B2,2021,0,Train
US-10911489-B1,2021,1,Train
US-10911490-B2,2021,0,Train
US-10911522-B2,2021,0,Train
US-10911553-B2,2021,0,Train
US-10911590-B2,2021,0,Train
US-10911695-B2,2021,0,Train
US-10911775-B1,2021,1,Train
US-10911807-B2,2021,0,Train
US-10911821-B2,2021,0,Train
US-10911828-B2,2021,0,Train
US-10911902-B2,2021,0,Train
US-10912003-B1,2021,0,Train
US-10912253-B2,2021,0,Train
US-10912495-B2,2021,0,Train
US-10912508-B2,2021,0,Train
US-10912615-B2,2021,0,Train
US-10913152-B2,2021,1,Train
US-10913455-B2,2021,0,Train
US-10914573-B2,2021,0,Train
US-10914592-B2,2021,0,Train
US-10914608-B2,2021,1,Train
US-10914716-B2,2021,0,Train
US-10914852-B2,2021,0,Train
US-10914969-B2,2021,0,Train
US-10915069-B2,2021,0,Train
US-10915073-B2,2021,0,Train
US-10915094-B2,2021,1,Train
US-10915097-B2,2021,0,Train
US-10915109-B2,2021,0,Train
US-10915114-B2,2021,1,Train
US-10915116-B2,2021,0,Train
US-10915118-B2,2021,0,Train
US-10915248-B1,2021,0,Train
US-10915298-B1,2021,1,Train
US-10915317-B2,2021,0,Train
US-10915318-B2,2021,0,Train
US-10915336-B1,2021,0,Train
US-10915337-B2,2021,0,Train
US-10915338-B2,2021,1,Train
US-10915339-B2,2021,0,Train
US-10915340-B2,2021,0,Train
US-10915341-B2,2021,0,Train
US-10915342-B2,2021,0,Train
US-10915346-B1,2021,0,Train
US-10915372-B1,2021,0,Train
US-10915380-B2,2021,0,Train
US-10915385-B2,2021,0,Train
US-10915391-B2,2021,0,Train
US-10915392-B2,2021,0,Train
US-10915428-B2,2021,1,Train
US-10915435-B2,2021,1,Train
US-10915436-B2,2021,0,Train
US-10915450-B2,2021,0,Train
US-10915529-B2,2021,0,Train
US-10915535-B2,2021,0,Train
US-10915560-B2,2021,0,Train
US-10915564-B2,2021,0,Train
US-10915570-B2,2021,0,Train
US-10915578-B1,2021,1,Train
US-10915581-B2,2021,0,Train
US-10915588-B2,2021,0,Train
US-10915602-B2,2021,0,Train
US-10915610-B2,2021,0,Train
US-10915613-B2,2021,1,Train
US-10915627-B2,2021,0,Train
US-10915631-B2,2021,1,Train
US-10915639-B2,2021,0,Train
US-10915658-B1,2021,0,Train
US-10915659-B2,2021,0,Train
US-10915661-B2,2021,0,Train
US-10915663-B1,2021,1,Train
US-10915682-B1,2021,0,Train
US-10915697-B1,2021,1,Train
US-10915701-B2,2021,1,Train
US-10915706-B2,2021,0,Train
US-10915707-B2,2021,0,Train
US-10915711-B2,2021,0,Train
US-10915712-B2,2021,0,Train
US-10915730-B2,2021,0,Train
US-10915731-B2,2021,1,Train
US-10915734-B2,2021,0,Train
US-10915739-B2,2021,0,Train
US-10915740-B2,2021,0,Train
US-10915741-B2,2021,0,Train
US-10915743-B2,2021,0,Train
US-10915744-B2,2021,0,Train
US-10915748-B2,2021,0,Train
US-10915752-B2,2021,0,Train
US-10915764-B2,2021,0,Train
US-10915783-B1,2021,1,Train
US-10915786-B2,2021,0,Train
US-10915788-B2,2021,1,Train
US-10915790-B2,2021,0,Train
US-10915791-B2,2021,0,Train
US-10915794-B2,2021,0,Train
US-10915798-B1,2021,1,Train
US-10915808-B2,2021,0,Train
US-10915809-B2,2021,0,Train
US-10915810-B2,2021,0,Train
US-10915811-B1,2021,0,Train
US-10915812-B2,2021,0,Train
US-10915813-B2,2021,0,Train
US-10915814-B2,2021,0,Train
US-10915815-B1,2021,0,Train
US-10915816-B2,2021,0,Train
US-10915817-B2,2021,1,Train
US-10915818-B1,2021,1,Train
US-10915819-B2,2021,0,Train
US-10915820-B2,2021,0,Train
US-10915821-B2,2021,0,Train
US-10915822-B2,2021,0,Train
US-10915823-B2,2021,0,Train
US-10915824-B2,2021,0,Train
US-10915825-B2,2021,0,Train
US-10915826-B2,2021,0,Train
US-10915827-B2,2021,0,Train
US-10915828-B2,2021,1,Train
US-10915829-B1,2021,1,Train
US-10915830-B2,2021,1,Train
US-10915831-B2,2021,1,Train
US-10915832-B2,2021,0,Train
US-10915833-B2,2021,0,Train
US-10915834-B2,2021,0,Train
US-10915835-B2,2021,0,Train
US-10915836-B1,2021,0,Train
US-10915843-B1,2021,0,Train
US-10915844-B2,2021,0,Train
US-10915850-B2,2021,0,Train
US-10915853-B2,2021,0,Train
US-10915854-B2,2021,0,Train
US-10915862-B2,2021,0,Train
US-10915900-B1,2021,1,Train
US-10915973-B2,2021,1,Train
US-10915995-B2,2021,0,Train
US-10916001-B2,2021,1,Train
US-10916003-B2,2021,0,Train
US-10916009-B2,2021,0,Train
US-10916018-B2,2021,0,Train
US-10916050-B1,2021,1,Train
US-10916054-B2,2021,0,Train
US-10916074-B2,2021,0,Train
US-10916113-B2,2021,1,Train
US-10916121-B2,2021,0,Train
US-10916127-B2,2021,1,Train
US-10916135-B2,2021,0,Train
US-10916140-B2,2021,0,Train
US-10916237-B2,2021,0,Train
US-10916238-B2,2021,0,Train
US-10916240-B2,2021,1,Train
US-10916242-B1,2021,1,Train
US-10916245-B2,2021,1,Train
US-10916254-B2,2021,0,Train
US-10916333-B1,2021,1,Train
US-10916337-B2,2021,1,Train
US-10916348-B2,2021,0,Train
US-10916350-B2,2021,0,Train
US-10916351-B1,2021,1,Train
US-10916690-B2,2021,0,Train
US-10916821-B2,2021,0,Train
US-10916845-B2,2021,1,Train
US-10916967-B2,2021,0,Train
US-10917121-B2,2021,0,Train
US-10917192-B2,2021,1,Train
US-10917229-B2,2021,0,Train
US-10917235-B2,2021,1,Train
US-10917319-B2,2021,1,Train
US-10917332-B1,2021,1,Train
US-10917371-B2,2021,0,Train
US-10917375-B2,2021,0,Train
US-10917415-B2,2021,0,Train
US-10917422-B2,2021,0,Train
US-10917424-B2,2021,0,Train
US-10917425-B2,2021,0,Train
US-10917426-B2,2021,0,Train
US-10917432-B2,2021,0,Train
US-10917433-B2,2021,0,Train
US-10917434-B1,2021,0,Train
US-10917435-B2,2021,0,Train
US-10917439-B2,2021,1,Train
US-10917447-B2,2021,0,Train
US-10917491-B1,2021,1,Train
US-10917518-B2,2021,1,Train
US-10917522-B2,2021,1,Train
US-10917613-B1,2021,1,Train
US-10917704-B1,2021,1,Train
US-10917710-B2,2021,0,Train
US-10917720-B2,2021,0,Train
US-10917721-B1,2021,1,Train
US-10917788-B2,2021,0,Train
US-10917836-B2,2021,0,Train
US-10918014-B2,2021,0,Train
US-10918125-B2,2021,0,Train
US-10918309-B2,2021,0,Train
US-10918888-B2,2021,1,Train
US-10918924-B2,2021,0,Train
US-10918948-B2,2021,0,Train
US-10919163-B1,2021,1,Train
US-10919357-B2,2021,0,Train
US-10919543-B2,2021,0,Train
US-10919546-B1,2021,1,Train
US-10919552-B2,2021,0,Train
US-10919640-B2,2021,0,Train
US-10919699-B2,2021,0,Train
US-10919791-B2,2021,0,Train
US-10920356-B2,2021,0,Train
US-10920584-B2,2021,0,Train
US-10921246-B2,2021,0,Train
US-10921252-B2,2021,0,Train
US-10921334-B2,2021,0,Train
US-10921383-B2,2021,1,Train
US-10921422-B2,2021,0,Train
US-10921520-B2,2021,0,Train
US-10921775-B2,2021,0,Train
US-10921777-B2,2021,0,Train
US-10921782-B2,2021,1,Train
US-10921787-B1,2021,1,Train
US-10921789-B2,2021,0,Train
US-10921792-B2,2021,0,Train
US-10921801-B2,2021,1,Train
US-10921814-B2,2021,0,Train
US-10921820-B2,2021,0,Train
US-10921887-B2,2021,0,Train
US-10921957-B1,2021,0,Train
US-10922047-B2,2021,0,Train
US-10922057-B2,2021,0,Train
US-10922083-B2,2021,1,Train
US-10922092-B2,2021,0,Train
US-10922098-B2,2021,0,Train
US-10922101-B2,2021,0,Train
US-10922131-B2,2021,0,Train
US-10922144-B2,2021,0,Train
US-10922146-B1,2021,0,Train
US-10922163-B2,2021,1,Train
US-10922166-B2,2021,1,Train
US-10922206-B2,2021,0,Train
US-10922218-B2,2021,0,Train
US-10922258-B2,2021,0,Train
US-10922269-B2,2021,0,Train
US-10922289-B2,2021,0,Train
US-10922322-B2,2021,0,Train
US-10922340-B1,2021,1,Train
US-10922342-B2,2021,1,Train
US-10922345-B2,2021,0,Train
US-10922358-B2,2021,1,Train
US-10922359-B2,2021,0,Train
US-10922362-B2,2021,0,Train
US-10922363-B1,2021,1,Train
US-10922367-B2,2021,1,Train
US-10922380-B2,2021,0,Train
US-10922381-B2,2021,0,Train
US-10922390-B1,2021,1,Train
US-10922393-B2,2021,0,Train
US-10922409-B2,2021,0,Train
US-10922410-B2,2021,0,Train
US-10922449-B2,2021,1,Train
US-10922457-B2,2021,0,Train
US-10922460-B1,2021,0,Train
US-10922464-B2,2021,0,Train
US-10922477-B2,2021,0,Train
US-10922483-B1,2021,1,Train
US-10922488-B1,2021,0,Train
US-10922489-B2,2021,0,Train
US-10922491-B2,2021,0,Train
US-10922493-B1,2021,1,Train
US-10922495-B2,2021,0,Train
US-10922498-B2,2021,0,Train
US-10922501-B2,2021,0,Train
US-10922510-B2,2021,1,Train
US-10922526-B2,2021,0,Train
US-10922529-B2,2021,0,Train
US-10922531-B2,2021,0,Train
US-10922534-B2,2021,1,Train
US-10922540-B2,2021,1,Train
US-10922553-B2,2021,0,Train
US-10922556-B2,2021,1,Train
US-10922557-B2,2021,1,Train
US-10922566-B2,2021,1,Train
US-10922567-B2,2021,0,Train
US-10922571-B2,2021,0,Train
US-10922572-B2,2021,0,Train
US-10922573-B2,2021,1,Train
US-10922574-B1,2021,1,Train
US-10922583-B2,2021,1,Train
US-10922585-B2,2021,0,Train
US-10922587-B2,2021,0,Train
US-10922588-B2,2021,0,Train
US-10922589-B2,2021,0,Train
US-10922604-B2,2021,1,Train
US-10922605-B2,2021,0,Train
US-10922606-B2,2021,0,Train
US-10922607-B2,2021,0,Train
US-10922608-B2,2021,0,Train
US-10922609-B2,2021,0,Train
US-10922610-B2,2021,0,Train
US-10922611-B2,2021,0,Train
US-10922612-B2,2021,0,Train
US-10922613-B2,2021,0,Train
US-10922614-B2,2021,0,Train
US-10922615-B1,2021,0,Train
US-10922616-B1,2021,1,Train
US-10922617-B2,2021,0,Train
US-10922618-B2,2021,0,Train
US-10922619-B2,2021,0,Train
US-10922620-B2,2021,0,Train
US-10922621-B2,2021,0,Train
US-10922622-B2,2021,0,Train
US-10922623-B2,2021,0,Train
US-10922624-B2,2021,0,Train
US-10922625-B2,2021,0,Train
US-10922626-B2,2021,0,Train
US-10922627-B2,2021,0,Train
US-10922628-B2,2021,0,Train
US-10922633-B2,2021,0,Train
US-10922646-B1,2021,1,Train
US-10922649-B2,2021,0,Train
US-10922696-B2,2021,0,Train
US-10922717-B2,2021,0,Train
US-10922725-B2,2021,0,Train
US-10922726-B1,2021,1,Train
US-10922738-B2,2021,1,Train
US-10922758-B1,2021,0,Train
US-10922778-B2,2021,0,Train
US-10922786-B2,2021,0,Train
US-10922788-B1,2021,1,Train
US-10922790-B2,2021,0,Train
US-10922793-B2,2021,0,Train
US-10922798-B2,2021,0,Train
US-10922799-B2,2021,0,Train
US-10922804-B2,2021,0,Train
US-10922811-B2,2021,0,Train
US-10922813-B2,2021,0,Train
US-10922816-B2,2021,1,Train
US-10922817-B2,2021,0,Train
US-10922820-B2,2021,0,Train
US-10922821-B2,2021,0,Train
US-10922840-B2,2021,0,Train
US-10922850-B1,2021,1,Train
US-10922852-B2,2021,0,Train
US-10922866-B2,2021,0,Train
US-10922871-B2,2021,0,Train
US-10922877-B2,2021,0,Train
US-10922882-B2,2021,1,Train
US-10922906-B2,2021,1,Train
US-10922931-B2,2021,0,Train
US-10922962-B2,2021,0,Train
US-10923009-B2,2021,0,Train
US-10923107-B2,2021,1,Train
US-10923109-B2,2021,1,Train
US-10923115-B2,2021,0,Train
US-10923123-B2,2021,0,Train
US-10923136-B2,2021,0,Train
US-10923141-B2,2021,0,Train
US-10923142-B2,2021,0,Train
US-10923213-B2,2021,0,Train
US-10923214-B2,2021,0,Train
US-10923230-B2,2021,0,Train
US-10923233-B1,2021,0,Train
US-10923234-B2,2021,0,Train
US-10923318-B2,2021,1,Train
US-10923335-B2,2021,0,Train
US-10923913-B2,2021,0,Train
US-10924087-B2,2021,0,Train
US-10924090-B2,2021,0,Train
US-10924095-B1,2021,0,Train
US-10924127-B2,2021,0,Train
US-10924152-B1,2021,1,Train
US-10924304-B2,2021,0,Train
US-10924308-B1,2021,1,Train
US-10924353-B2,2021,0,Train
US-10924358-B1,2021,1,Train
US-10924393-B2,2021,1,Train
US-10924417-B2,2021,0,Train
US-10924460-B2,2021,1,Train
US-10924504-B2,2021,0,Train
US-10924513-B1,2021,1,Train
US-10924514-B1,2021,1,Train
US-10924556-B2,2021,0,Train
US-10924560-B2,2021,0,Train
US-10924565-B2,2021,0,Train
US-10924571-B1,2021,0,Train
US-10924590-B1,2021,1,Train
US-10924629-B1,2021,0,Train
US-10924632-B2,2021,0,Train
US-10924651-B2,2021,1,Train
US-10924661-B2,2021,1,Train
US-10924755-B2,2021,1,Train
US-10924849-B2,2021,0,Train
US-10924947-B2,2021,1,Train
US-10925001-B2,2021,0,Train
US-10925118-B1,2021,1,Train
US-10925192-B1,2021,1,Train
US-10925211-B2,2021,0,Train
US-10925481-B2,2021,0,Train
US-10925509-B2,2021,0,Train
US-10925565-B2,2021,0,Train
US-10925568-B2,2021,1,Train
US-10926031-B2,2021,0,Train
US-10926177-B2,2021,0,Train
US-10926181-B2,2021,0,Train
US-10926183-B2,2021,1,Train
US-10926758-B1,2021,0,Train
US-10926952-B1,2021,1,Train
US-10927672-B2,2021,0,Train
US-10928277-B1,2021,1,Train
US-10928456-B2,2021,0,Train
US-10928550-B2,2021,0,Train
US-10928586-B2,2021,0,Train
US-10928783-B2,2021,0,Train
US-10928797-B2,2021,0,Train
US-10928811-B2,2021,0,Train
US-10928820-B1,2021,1,Train
US-10928830-B1,2021,1,Train
US-10928845-B2,2021,1,Train
US-10928900-B2,2021,0,Train
US-10928903-B2,2021,0,Train
US-10928976-B2,2021,0,Train
US-10928986-B1,2021,0,Train
US-10929057-B2,2021,0,Train
US-10929058-B2,2021,0,Train
US-10929063-B1,2021,0,Train
US-10929080-B2,2021,0,Train
US-10929110-B2,2021,0,Train
US-10929123-B2,2021,0,Train
US-10929158-B2,2021,0,Train
US-10929159-B2,2021,1,Train
US-10929191-B2,2021,0,Train
US-10929193-B2,2021,0,Train
US-10929213-B2,2021,0,Train
US-10929217-B2,2021,0,Train
US-10929220-B2,2021,0,Train
US-10929258-B1,2021,1,Train
US-10929266-B1,2021,1,Train
US-10929268-B2,2021,1,Train
US-10929278-B2,2021,1,Train
US-10929294-B2,2021,1,Train
US-10929383-B2,2021,0,Train
US-10929390-B2,2021,0,Train
US-10929392-B1,2021,1,Train
US-10929403-B2,2021,0,Train
US-10929421-B2,2021,0,Train
US-10929447-B2,2021,0,Train
US-10929448-B2,2021,0,Train
US-10929450-B2,2021,0,Train
US-10929452-B2,2021,1,Train
US-10929456-B2,2021,0,Train
US-10929466-B2,2021,0,Train
US-10929468-B2,2021,0,Train
US-10929472-B2,2021,0,Train
US-10929481-B2,2021,0,Train
US-10929483-B2,2021,0,Train
US-10929485-B1,2021,1,Train
US-10929503-B2,2021,1,Train
US-10929504-B2,2021,0,Train
US-10929530-B1,2021,0,Train
US-10929532-B1,2021,1,Train
US-10929533-B2,2021,0,Train
US-10929534-B2,2021,0,Train
US-10929558-B2,2021,0,Train
US-10929576-B2,2021,0,Train
US-10929586-B2,2021,0,Train
US-10929601-B1,2021,0,Train
US-10929602-B2,2021,0,Train
US-10929606-B2,2021,1,Train
US-10929607-B2,2021,1,Train
US-10929609-B1,2021,1,Train
US-10929610-B2,2021,0,Train
US-10929612-B2,2021,0,Train
US-10929614-B2,2021,1,Train
US-10929619-B2,2021,0,Train
US-10929644-B2,2021,1,Train
US-10929648-B2,2021,0,Train
US-10929654-B2,2021,1,Train
US-10929655-B2,2021,0,Train
US-10929665-B2,2021,0,Train
US-10929669-B2,2021,0,Train
US-10929674-B2,2021,0,Train
US-10929676-B2,2021,1,Train
US-10929679-B1,2021,1,Train
US-10929681-B2,2021,0,Train
US-10929685-B2,2021,0,Train
US-10929696-B2,2021,1,Train
US-10929708-B2,2021,0,Train
US-10929711-B1,2021,1,Train
US-10929714-B2,2021,0,Train
US-10929715-B2,2021,0,Train
US-10929716-B2,2021,1,Train
US-10929717-B2,2021,0,Train
US-10929721-B2,2021,0,Train
US-10929743-B2,2021,0,Train
US-10929744-B2,2021,1,Train
US-10929745-B2,2021,0,Train
US-10929746-B2,2021,1,Train
US-10929747-B2,2021,0,Train
US-10929748-B1,2021,1,Train
US-10929749-B2,2021,0,Train
US-10929750-B2,2021,1,Train
US-10929751-B2,2021,1,Train
US-10929752-B2,2021,0,Train
US-10929753-B1,2021,0,Train
US-10929754-B2,2021,0,Train
US-10929755-B2,2021,0,Train
US-10929756-B1,2021,1,Train
US-10929757-B2,2021,1,Train
US-10929758-B2,2021,0,Train
US-10929759-B2,2021,0,Train
US-10929760-B1,2021,0,Train
US-10929761-B2,2021,0,Train
US-10929762-B1,2021,1,Train
US-10929763-B2,2021,0,Train
US-10929764-B2,2021,0,Train
US-10929765-B2,2021,0,Train
US-10929766-B2,2021,0,Train
US-10929767-B2,2021,0,Train
US-10929768-B2,2021,0,Train
US-10929769-B2,2021,1,Train
US-10929770-B2,2021,0,Train
US-10929771-B2,2021,0,Train
US-10929772-B1,2021,0,Train
US-10929773-B2,2021,0,Train
US-10929774-B2,2021,0,Train
US-10929775-B2,2021,0,Train
US-10929776-B2,2021,0,Train
US-10929777-B2,2021,0,Train
US-10929778-B1,2021,0,Train
US-10929779-B1,2021,0,Train
US-10929780-B2,2021,0,Train
US-10929781-B1,2021,1,Train
US-10929799-B2,2021,0,Train
US-10929815-B2,2021,0,Train
US-10929818-B2,2021,0,Train
US-10929865-B2,2021,0,Train
US-10929879-B2,2021,1,Train
US-10929896-B1,2021,1,Train
US-10929899-B2,2021,0,Train
US-10929909-B2,2021,0,Train
US-10929916-B2,2021,1,Train
US-10929948-B2,2021,0,Train
US-10929956-B2,2021,0,Train
US-10929975-B2,2021,0,Train
US-10929977-B2,2021,1,Train
US-10929987-B2,2021,0,Train
US-10929995-B2,2021,0,Train
US-10929996-B2,2021,1,Train
US-10929998-B2,2021,0,Train
US-10930020-B2,2021,0,Train
US-10930032-B1,2021,0,Train
US-10930065-B2,2021,1,Train
US-10930095-B2,2021,0,Train
US-10930111-B2,2021,0,Train
US-10930153-B2,2021,0,Train
US-10930164-B2,2021,1,Train
US-10930172-B2,2021,0,Train
US-10930263-B1,2021,1,Train
US-10930265-B2,2021,1,Train
US-10930268-B2,2021,0,Train
US-10930269-B2,2021,1,Train
US-10930270-B2,2021,0,Train
US-10930271-B2,2021,0,Train
US-10930272-B1,2021,1,Train
US-10930273-B2,2021,0,Train
US-10930275-B2,2021,0,Train
US-10930279-B2,2021,0,Train
US-10930286-B2,2021,0,Train
US-10930301-B1,2021,1,Train
US-10930365-B2,2021,0,Train
US-10930371-B2,2021,0,Train
US-10930387-B2,2021,0,Train
US-10930395-B2,2021,0,Train
US-10930399-B2,2021,0,Train
US-10930401-B2,2021,0,Train
US-10930750-B2,2021,0,Train
US-10930836-B2,2021,0,Train
US-10930844-B2,2021,0,Train
US-10930987-B2,2021,0,Train
US-10931027-B2,2021,0,Train
US-10931267-B1,2021,0,Train
US-10931303-B1,2021,0,Train
US-10931360-B2,2021,0,Train
US-10931369-B2,2021,1,Train
US-10931509-B1,2021,0,Train
US-10931538-B2,2021,0,Train
US-10931588-B1,2021,1,Train
US-10931602-B1,2021,1,Train
US-10931612-B2,2021,0,Train
US-10931614-B2,2021,0,Train
US-10931623-B2,2021,1,Train
US-10931635-B2,2021,1,Train
US-10931677-B1,2021,1,Train
US-10931685-B2,2021,0,Train
US-10931687-B2,2021,0,Train
US-10931691-B1,2021,1,Train
US-10931692-B1,2021,1,Train
US-10931694-B2,2021,1,Train
US-10931699-B2,2021,0,Train
US-10931702-B2,2021,0,Train
US-10931704-B2,2021,0,Train
US-10931706-B2,2021,1,Train
US-10931758-B2,2021,0,Train
US-10931767-B2,2021,0,Train
US-10931771-B2,2021,0,Train
US-10931808-B2,2021,0,Train
US-10931813-B1,2021,1,Train
US-10931853-B2,2021,0,Train
US-10931990-B2,2021,1,Train
US-10932002-B2,2021,0,Train
US-10932009-B2,2021,0,Train
US-10932012-B2,2021,0,Train
US-10932087-B2,2021,0,Train
US-10932112-B2,2021,0,Train
US-10932134-B2,2021,0,Train
US-10932225-B2,2021,0,Train
US-10932450-B2,2021,1,Train
US-10932662-B2,2021,0,Train
US-10932725-B2,2021,0,Train
US-10932743-B2,2021,0,Train
US-10933556-B2,2021,1,Train
US-10933557-B2,2021,1,Train
US-10933880-B2,2021,0,Train
US-10934101-B1,2021,0,Train
US-10934163-B2,2021,0,Train
US-10935309-B2,2021,0,Train
US-10935603-B1,2021,0,Train
US-10935621-B2,2021,0,Train
US-10935676-B2,2021,0,Train
US-10935773-B2,2021,1,Train
US-10935776-B2,2021,0,Train
US-10935938-B1,2021,1,Train
US-10935940-B2,2021,0,Train
US-10935943-B2,2021,0,Train
US-10935944-B2,2021,0,Train
US-10935964-B2,2021,0,Train
US-10935967-B2,2021,0,Train
US-10935975-B2,2021,0,Train
US-10935979-B1,2021,0,Train
US-10935982-B2,2021,1,Train
US-10936062-B2,2021,0,Train
US-10936160-B2,2021,1,Train
US-10936192-B2,2021,0,Train
US-10936284-B2,2021,0,Train
US-10936304-B2,2021,0,Train
US-10936346-B2,2021,0,Train
US-10936347-B2,2021,0,Train
US-10936351-B2,2021,0,Train
US-10936361-B2,2021,0,Train
